|6.6.6
pyrolite_1.tab
           2
P(bar)
   1.0000000000000000
   50000.000000000000
          31
T(K)
   1200.00000000000000
   100.000000000000000
          31
          14
P(bar)         T(K)           rho,kg/m3      alpha,1/K      beta,1/bar     Ks,bar         Gs,bar         v0,km/s        vp,km/s        vs,km/s        s,J/K/kg       h,J/kg         cp,J/K/kg      V,J/bar/mol
500001  2800 4640.69 2.08549e-05 2.81071e-07 3.85924e+06 1.81622e+06 9.11918 11.6336 6.25591 2864.05 1.29191e+06 1271.59 2.13784
550001  2800 4704.66 1.98152e-05 2.66691e-07 4.04755e+06 1.88888e+06 9.27532 11.8137 6.33631 2842.22 2.3008e+06 1265.45 2.10877
600001  2800 4766.31 1.88913e-05 2.53869e-07 4.23384e+06 1.95934e+06 9.42488 11.985 6.41157 2821.7 3.29931e+06 1260.03 2.08148
650001  2800 4825.78 1.80663e-05 2.42354e-07 4.41824e+06 2.02775e+06 9.56838 12.1482 6.48219 2802.36 4.28753e+06 1255.21 2.05584
700001  2800 4883.35 1.73221e-05 2.31943e-07 4.60101e+06 2.09432e+06 9.70657 12.3045 6.54879 2784.04 5.26617e+06 1250.89 2.03161
750000  2800 4939.16 1.66469e-05 2.22475e-07 4.78227e+06 2.15919e+06 9.8399 12.4544 6.61178 2766.65 6.23563e+06 1246.99 2.00864
800000  2800 4993.34 1.60325e-05 2.13826e-07 4.96212e+06 2.22245e+06 9.96865 12.5984 6.67143 2750.09 7.19594e+06 1243.45 1.98685
850000  2800 5046.03 1.54694e-05 2.05885e-07 5.1407e+06 2.28424e+06 10.0933 12.7371 6.72814 2734.29 8.14775e+06 1240.22 1.9661
900000  2800 5097.35 1.4951e-05 1.98567e-07 5.31809e+06 2.34466e+06 10.2142 12.8709 6.78215 2719.16 9.09136e+06 1237.26 1.9463
950000  2800 5147.36 1.44731e-05 1.91798e-07 5.49435e+06 2.40375e+06 10.3315 13.0002 6.83363 2704.66 1.00268e+07 1234.53 1.9274
1e+06  2800 5196.18 1.40298e-05 1.85516e-07 5.66958e+06 2.46162e+06 10.4456 13.1254 6.88284 2690.74 1.09545e+07  1232 1.90929
1.05e+06  2800 5243.9 1.36175e-05 1.79667e-07 5.84384e+06 2.51834e+06 10.5566 13.2466 6.92995 2677.34 1.1875e+07 1229.66 1.89191
1.1e+06  2800 5290.54 1.32335e-05 1.74207e-07 6.01715e+06 2.57394e+06 10.6646 13.3642 6.97507 2664.42 1.2788e+07 1227.48 1.87524
1.15e+06  2800 5336.2 1.28742e-05 1.69096e-07 6.1896e+06 2.6285e+06 10.77 13.4784 7.01838 2651.95 1.3694e+07 1225.44 1.85919
1.2e+06  2800 5380.94 1.25373e-05 1.64303e-07 6.36121e+06 2.68205e+06 10.8728 13.5896  7.06 2639.9 1.45935e+07 1223.52 1.84373
1.25e+06  2800 5482.49 1.48868e-05 1.6929e-07 6.25525e+06 2.91436e+06 10.6815 13.6004 7.29091 2610.92 1.54315e+07 1241.25 1.80958
1.3e+06  2800 5528.86 1.45078e-05 1.64691e-07 6.41877e+06 2.98027e+06 10.7748 13.7101 7.34191 2597.71 1.63027e+07 1238.75 1.79441
1.35e+06  2800 5574.41 1.41507e-05 1.60358e-07 6.58145e+06 3.04513e+06 10.8658 13.8167 7.39101 2584.89 1.71675e+07 1236.4 1.77974
1.4e+06  2800 5619.16 1.38141e-05 1.56269e-07 6.74333e+06 3.10898e+06 10.9547 13.9204 7.43828 2572.43 1.80259e+07 1234.18 1.76557
1.45e+06  2800 5663.15 1.34958e-05 1.52402e-07 6.90449e+06 3.17186e+06 11.0417 14.0213 7.48389 2560.32 1.88783e+07 1232.09 1.75185
1.5e+06  2800 5706.45 1.31944e-05 1.48741e-07 7.06489e+06 3.23374e+06 11.1268 14.1196 7.52782 2548.51 1.97249e+07 1230.09 1.73855
    1  2900 2972.99 0.000117642 2.37097e-06 629604 407598 4.60164 6.28128 3.70262 3373.15 -1.00278e+07 1797.84 3.33706
50001  2900 3192.99 4.75661e-05 1.17337e-06 978426 492481 5.53399 7.15445 3.92686 3257.52 -8.78348e+06 1356.07 3.10732
100001  2900 3397.66 3.27867e-05 8.29475e-07 1.32826e+06 597009 6.25131 7.90593 4.19145  3186 -7.47492e+06 1290.33 2.92012
150001  2900 3688.64 2.65057e-05 6.00926e-07 1.8056e+06 787244 6.99645 8.79812 4.61978 3166.36 -6.1048e+06 1273.81 2.68962
200001  2900 3834.78 2.29988e-05 5.11423e-07 2.09056e+06 889521 7.38325 9.24334 4.81615 3136.49 -4.86954e+06 1259.02 2.58715
250001  2900 3930.29 2.05348e-05 4.60945e-07 2.29884e+06 955176 7.64768 9.53361 4.9297 3108.19 -3.66382e+06 1247.88 2.52427
300001  2900 4311.31 2.64897e-05 3.71989e-07 3.00431e+06 1.42735e+06 8.34767 10.6689 5.75379 3019.21 -2.71426e+06 1309.28 2.30117
350001  2900 4420.44 2.52515e-05 3.40914e-07 3.26053e+06 1.55946e+06 8.58827 10.9907 5.93949 2985.3 -1.67184e+06 1302.9 2.24436
400001  2900 4493.91 2.36286e-05 3.18885e-07 3.45737e+06 1.64109e+06 8.77114 11.2082 6.04295 2957.85 -629738 1292.72 2.20767
450001  2900 4563.97 2.22367e-05 2.99886e-07 3.65112e+06 1.71953e+06 8.94421 11.412 6.13808 2932.47 400771 1284.08 2.17376
500001  2900 4630.95 2.10314e-05 2.83299e-07 3.84213e+06 1.79509e+06 9.10852 11.6038 6.22595 2908.89 1.41978e+06 1276.65 2.14234
550001  2900 4695.28 1.99715e-05 2.68658e-07 4.0308e+06 1.86817e+06 9.26535 11.7855 6.30775 2886.84 2.42804e+06 1270.19 2.11298
600001  2900 4757.24 1.90309e-05 2.5562e-07 4.21741e+06 1.939e+06 9.41554 11.9582 6.38427 2866.14 3.42601e+06 1264.5 2.08546
650001  2900  4817 1.81922e-05 2.43925e-07 4.40211e+06 2.00774e+06 9.55961 12.1227 6.456 2846.63 4.41377e+06 1259.44 2.05959
700001  2900 4874.82 1.74363e-05 2.3336e-07 4.58515e+06 2.07461e+06 9.69828 12.2801 6.52361 2828.17 5.39201e+06 1254.93 2.03516
750000  2900 4930.87 1.67511e-05 2.23763e-07 4.76665e+06 2.13977e+06 9.83206 12.431 6.5875 2810.65 6.3611e+06 1250.85 2.01202
800000  2900 4985.26 1.61282e-05 2.15e-07 4.94671e+06 2.20328e+06 9.96122 12.5759 6.64798 2793.97 7.32107e+06 1247.16 1.99007
850000  2900 5038.15 1.55577e-05 2.06963e-07 5.12549e+06 2.2653e+06 10.0863 12.7155 6.70543 2778.06 8.27258e+06 1243.79 1.96918
900000  2900 5089.65 1.50328e-05 1.99558e-07 5.30307e+06 2.32594e+06 10.2075 12.8501 6.76013 2762.84 9.21593e+06 1240.71 1.94925
950000  2900 5139.83 1.45493e-05 1.92713e-07 5.47951e+06 2.38523e+06 10.3252 12.9801 6.81225 2748.27 1.01511e+07 1237.87 1.93023
1e+06  2900 5188.8 1.4101e-05 1.86363e-07 5.6549e+06 2.4433e+06 10.4394 13.1059 6.86204 2734.27 1.10787e+07 1235.25 1.91201
1.05e+06  2900 5236.66 1.36842e-05 1.80455e-07 5.82933e+06 2.50019e+06 10.5507 13.2278 6.9097 2720.8 1.19989e+07 1232.82 1.89453
1.1e+06  2900 5283.43 1.32962e-05 1.74942e-07 6.00278e+06 2.55595e+06 10.659 13.346 6.95531 2707.81 1.29117e+07 1230.55 1.87776
1.15e+06  2900 5329.21 1.29334e-05 1.69784e-07 6.17538e+06 2.61066e+06 10.7646 13.4608 6.9991 2695.3 1.38177e+07 1228.44 1.86163
1.2e+06  2900 5374.07 1.25932e-05 1.64946e-07 6.34715e+06 2.66436e+06 10.8677 13.5724 7.04117 2683.2 1.4717e+07 1226.46 1.84609
1.25e+06  2900 5474.4 1.49672e-05 1.70079e-07 6.24086e+06 2.898e+06 10.6771 13.5861 7.27579 2654.82 1.55567e+07 1245.12 1.81226
1.3e+06  2900 5520.88 1.45837e-05 1.65431e-07 6.4045e+06 2.96414e+06 10.7705 13.6963 7.32731 2641.49 1.64275e+07 1242.53 1.797
1.35e+06  2900 5566.54 1.42226e-05 1.61054e-07 6.56734e+06 3.02927e+06 10.8618 13.8035 7.37694 2628.56 1.7292e+07 1240.1 1.78226
1.4e+06  2900 5611.38 1.38823e-05 1.56924e-07 6.72939e+06 3.09338e+06 10.9509 13.9078 7.42474  2616 1.81501e+07 1237.8 1.76802
1.45e+06  2900 5655.47 1.35607e-05 1.5302e-07 6.89069e+06 3.1565e+06 11.0381 14.0092 7.47082 2603.79 1.90023e+07 1235.63 1.75424
1.5e+06  2900 5698.85 1.32561e-05 1.49324e-07 7.05126e+06 3.21865e+06 11.1234 14.108 7.51525 2591.92 1.98486e+07 1233.57 1.74088
    1  3000 2956.24 9.25185e-05 2.08689e-06 651437 385498 4.69425 6.27877 3.61112 3382.1 -9.97764e+06 1602.53 3.35595
50001  3000 3177.64 4.99204e-05 1.22029e-06 952818 477418 5.4741 7.07065 3.87563 3303.72 -8.64426e+06 1374.14 3.10227
100001  3000 3383.32 3.36473e-05 8.50996e-07 1.30174e+06 581544 6.20173 7.8343 4.14557 3231.69 -7.33984e+06 1298.05 2.93248
150001  3000 3699.81 2.70467e-05 5.98952e-07 1.82036e+06 791994 7.01438 8.81721 4.6267 3212.78 -5.96807e+06 1281.55 2.68149
200001  3000 3825.91 2.33101e-05 5.17284e-07 2.07415e+06 877217 7.36271 9.20758 4.78826 3179.29 -4.74342e+06 1263.63 2.59314
250001  3000 3927.51 2.09661e-05 4.66598e-07 2.27991e+06 945011 7.6188 9.49356 4.9052 3150.1 -3.49418e+06 1251.17 2.32224
300001  3000 4278.71 2.63414e-05 3.79596e-07 2.94897e+06 1.37487e+06 8.30193 10.572 5.66859 3067.09 -2.5731e+06 1312.16 2.3187
350001  3000 4409.2 2.55315e-05 3.44481e-07 3.24182e+06 1.53657e+06 8.57451 10.9539 5.90325 3029.73 -1.54087e+06 1309.51 2.25008
400001  3000 4483.23 2.38662e-05 3.21911e-07 3.43926e+06 1.61883e+06 8.75856 11.1739 6.00898 3001.92 -499812 1298.71 2.21293
450001  3000 4553.76 2.24415e-05 3.02492e-07 3.63351e+06 1.69782e+06 8.9326 11.38 6.10604 2976.25 529820 1289.57 2.17864
500001  3000 4621.14 2.12104e-05 2.85574e-07 3.82494e+06 1.77386e+06 9.09775 11.5737 6.19558 2952.42 1.54808e+06 1281.75 2.14688
550001  3000 4685.84 2.01296e-05 2.70663e-07 4.01398e+06 1.84735e+06 9.25531 11.7569 6.27883 2930.14 2.5557e+06 1274.95 2.11724
600001  3000 4748.13 1.91719e-05 2.57402e-07 4.20093e+06 1.91856e+06 9.40614 11.9311 6.35663 2909.25 3.55312e+06 1268.96 2.08945
650001  3000 4808.17 1.8319e-05 2.45521e-07 4.38592e+06 1.98764e+06 9.55075 12.0969 6.42951 2889.58 4.54037e+06 1263.67 2.06337
700001  3000 4866.26 1.75512e-05 2.34801e-07 4.56921e+06 2.05483e+06 9.68992 12.2555 6.49813 2870.97 5.51816e+06 1258.95 2.03874
750000  3000 4922.55 1.68558e-05 2.25069e-07 4.75095e+06 2.12026e+06 9.82416 12.4074 6.56295 2853.31 6.48686e+06 1254.69 2.01542
800000  3000 4977.15 1.62242e-05 2.16192e-07 4.93124e+06 2.18404e+06 9.95372 12.5533 6.62427 2836.52 7.44649e+06 1250.83 1.99331
850000  3000 5030.24 1.56461e-05 2.08054e-07 5.11022e+06 2.2463e+06 10.0791 12.6937 6.68249 2820.5 8.39769e+06 1247.32 1.97228
900000  3000 5081.92 1.51147e-05 2.00562e-07 5.28799e+06 2.30716e+06 10.2007 12.8292 6.7379 2805.19 9.34076e+06 1244.12 1.95221
950000  3000 5132.27 1.46254e-05 1.93641e-07 5.4646e+06 2.36665e+06 10.3187 12.9599 6.79066 2790.52 1.02757e+07 1241.16 1.93307
1e+06  3000 5181.4 1.4172e-05 1.87223e-07 5.64017e+06 2.42491e+06 10.4333 13.0864 6.84105 2776.45 1.12031e+07 1238.44 1.91474
1.05e+06  3000 5229.4 1.37507e-05 1.81253e-07 5.81475e+06 2.48198e+06 10.5448 13.2089 6.88927 2762.91 1.21231e+07 1235.92 1.89715
1.1e+06  3000 5276.31 1.33586e-05 1.75686e-07 5.98836e+06 2.53791e+06 10.6534 13.3277 6.9354 2749.87 1.30356e+07 1233.57 1.88029
1.15e+06  3000 5322.22 1.29921e-05 1.70478e-07 6.1611e+06 2.59277e+06 10.7592 13.443 6.97967 2737.3 1.39415e+07 1231.39 1.86408
1.2e+06  3000 5367.19 1.26487e-05 1.65597e-07 6.333e+06 2.64662e+06 10.8626 13.5552 7.02218 2725.15 1.48406e+07 1229.34 1.84845
1.25e+06  3000 5466.25 1.50472e-05 1.70877e-07 6.22641e+06 2.88158e+06 10.6727 13.5718 7.26054 2697.37 1.56822e+07 1248.94 1.81496
1.3e+06  3000 5512.86 1.46592e-05 1.66179e-07 6.39021e+06 2.94798e+06 10.7663 13.6826 7.31262 2683.93 1.65526e+07 1246.25 1.79961
1.35e+06  3000 5558.62 1.42939e-05 1.61757e-07 6.55319e+06 3.01336e+06 10.8578 13.7903 7.36278 2670.89 1.74168e+07 1243.73 1.78479
1.4e+06  3000 5603.57 1.39499e-05 1.57586e-07 6.71539e+06 3.07771e+06 10.9472 13.8951 7.41107 2658.24 1.82747e+07 1241.35 1.77049
1.45e+06  3000 5647.75 1.36249e-05 1.53644e-07 6.87685e+06 3.14108e+06 11.0346 13.997 7.45763 2645.94 1.91266e+07 1239.11 1.75663
1.5e+06  3000 5691.22 1.33172e-05 1.49913e-07 7.03758e+06 3.20349e+06 11.1201 14.0964 7.50254 2633.99 1.99726e+07 1236.98 1.74321
    1  3100 2926.82 0.00010787 2.37857e-06 607568 364850 4.55599 6.11369 3.5306 3436.3 -9.81209e+06 1707.85 3.3897
50001  3100 3161.24 5.27066e-05 1.27564e-06 924850 462399 5.4068 6.98081 3.82398 3349.15 -8.50843e+06 1395.5 3.13857
100001  3100 3371.77 3.45599e-05 8.69761e-07 1.28219e+06 568421 6.1652 7.77709 4.10543 3273.7 -7.21168e+06 1306.59 2.94256
150001  3100 3686.35 2.75705e-05 6.1015e-07 1.79624e+06 777268 6.98044 8.76582 4.59183 3255.12 -5.83884e+06 1287.86 2.69129
200001  3100 3816.94 2.3634e-05 5.23359e-07 2.05758e+06 864847 7.34184 9.17127 4.75996 3220.77 -4.61681e+06 1268.39 2.59924
250001  3100 3913.31 2.09769e-05 4.7011e-07 2.26655e+06 930116 7.61024 9.46601 4.87516 3191.86 -3.4129e+06 1255.33 2.53523
300001  3100 4259.04 2.64222e-05 3.85288e-07 2.91462e+06 1.33999e+06 8.27244 10.5063 5.60903 3112.48 -2.43432e+06  1317 2.32941
350001  3100 4397.88 2.58187e-05 3.48148e-07 3.223e+06 1.51351e+06 8.56058 10.9164 5.86634 3072.86 -1.40925e+06 1316.26 2.25588
400001  3100 4472.46 2.41091e-05 3.25014e-07 3.42104e+06 1.59643e+06 8.74583 11.1392 5.97443 3044.69 -369298 1304.79 2.21825
450001  3100 4543.48 2.26502e-05 3.0516e-07 3.6158e+06 1.67598e+06 8.92088 11.3475 6.0735 3018.72 659405 1295.14 2.18357
500001  3100 4611.29 2.13923e-05 2.87895e-07 3.80766e+06 1.7525e+06 9.08687 11.5431 6.16475 2994.62 1.67687e+06 1286.88 2.15147
550001  3100 4676.35 2.029e-05 2.72706e-07 3.99709e+06 1.82643e+06 9.24517 11.7281 6.2495 2972.13 2.68381e+06 1279.73 2.12153
600001  3100 4738.97 1.93146e-05 2.59217e-07 4.18435e+06 1.89803e+06 9.39663 11.9037 6.32863 2951.03 3.68061e+06 1273.46 2.09349
650001  3100 4799.31 1.8447e-05 2.47146e-07 4.36965e+06 1.96746e+06 9.54182 12.0708 6.40268 2931.19 4.66736e+06 1267.91 2.06718
700001  3100 4857.66 1.76669e-05 2.36264e-07 4.55321e+06 2.03496e+06 9.6815 12.2306 6.47235 2912.42 5.64468e+06 1262.96 2.04234
750000  3100 4914.2 1.69611e-05 2.26396e-07 4.7352e+06 2.10068e+06 9.81619 12.3836 6.53813 2894.64 6.61297e+06 1258.51 2.01884
800000  3100 4969.02 1.63206e-05 2.17401e-07 4.9157e+06 2.16472e+06 9.94616 12.5304 6.6003 2877.72 7.57223e+06 1254.49 1.99658
850000  3100 5022.31 1.57348e-05 2.09161e-07 5.09489e+06 2.22722e+06 10.0719 12.6717 6.6593 2861.59 8.52309e+06 1250.83 1.97539
900000  3100 5074.17 1.51967e-05 2.0158e-07 5.27285e+06 2.28831e+06 10.1939 12.808 6.71543 2846.19 9.46586e+06 1247.5 1.95519
950000  3100 5124.69 1.47015e-05 1.9458e-07 5.44964e+06 2.34801e+06 10.3121 12.9395 6.76886 2831.43 1.04005e+07 1244.43 1.93593
1e+06  3100 5173.98 1.42429e-05 1.88092e-07 5.62537e+06 2.40646e+06 10.4271 13.0666 6.81986 2817.28 1.13276e+07 1241.6 1.91748
1.05e+06  3100 5222.13 1.38169e-05 1.82061e-07 5.8001e+06 2.46371e+06 10.5389 13.1898 6.86864 2803.67 1.22474e+07 1238.98 1.8998
1.1e+06  3100 5269.18 1.34208e-05 1.76439e-07 5.97385e+06 2.5198e+06 10.6477 13.3092 6.9153 2790.56 1.31599e+07 1236.55 1.88284
1.15e+06  3100 5315.21 1.30507e-05 1.71181e-07 6.14675e+06 2.57483e+06 10.7538 13.4251 6.96006 2777.93 1.40655e+07 1234.29 1.86653
1.2e+06  3100 5360.3 1.27039e-05 1.66255e-07 6.31879e+06 2.62884e+06 10.8573 13.5378 7.00304 2765.73 1.49645e+07 1232.17 1.85083
1.25e+06  3100 5446.25 1.45021e-05 1.69391e-07 6.27393e+06 2.82256e+06 10.7331 13.5757 7.19876 2742.15 1.58188e+07 1247.6 1.82164
1.3e+06  3100 5504.79 1.47342e-05 1.66936e-07 6.37587e+06 2.93175e+06 10.7621 13.6687 7.29779  2725 1.6678e+07 1249.92 1.80225
1.35e+06  3100 5550.67 1.43649e-05 1.62468e-07 6.53901e+06 2.99737e+06 10.8538 13.777 7.34848 2711.87 1.75419e+07 1247.31 1.78735
1.4e+06  3100 5595.72 1.40172e-05 1.58255e-07 6.70135e+06 3.06197e+06 10.9434 13.8823 7.39728 2699.13 1.83994e+07 1244.85 1.77296
1.45e+06  3100 5640.01 1.36887e-05 1.54275e-07 6.86295e+06 3.12558e+06 11.031 13.9848 7.44433 2686.76 1.92511e+07 1242.53 1.75904
1.5e+06  3100 5683.57 1.33779e-05 1.50509e-07 7.02382e+06 3.18822e+06 11.1167 14.0846 7.48968 2674.73 2.0097e+07 1240.34 1.74556
    1  3200 2900.5 0.000129215 2.81551e-06 562110 346889 4.40225 5.94356 3.45827 3492.39 -9.63116e+06 1844.13 3.42045
50001  3200 3144.1 5.62759e-05 1.34375e-06 894015 446702 5.32995 6.88092 3.76867 3393.86 -8.36757e+06 1422.44 3.1557
100001  3200 3359.95 3.56261e-05 8.92086e-07 1.25911e+06 555690 6.1199 7.71354 4.06617 3317.42 -7.07367e+06 1316.34 2.95297
150001  3200 3674.23 2.81049e-05 6.20888e-07 1.77461e+06 763405 6.94972 8.71789 4.55821 3296.28 -5.70928e+06 1294.45 2.70016
200001  3200 3807.87 2.39703e-05 5.29655e-07 2.04085e+06 852416 7.32064 9.13445 4.73125 3261.14 -4.48974e+06 1273.3 2.60543
250001  3200 3904.81 2.12121e-05 4.74873e-07 2.2504e+06 917693 7.59132 9.43199 4.84776 3231.87 -3.28698e+06 1259.2 2.54074
300001  3200 4233.42 2.63219e-05 3.92105e-07 2.86901e+06 1.2965e+06 8.23229 10.4214 5.53401 3157.82 -2.29115e+06 1320.1 2.3435
350001  3200 4386.45 2.61131e-05 3.51919e-07 3.20406e+06 1.49032e+06 8.54649 10.8785 5.82877 3114.88 -1.277e+06 1323.13 2.26175
400001  3200 4461.62 2.43571e-05 3.28196e-07 3.40272e+06 1.57389e+06 8.73297 11.104 5.93932 3086.33 -238228 1310.98 2.22365
450001  3200 4533.13 2.28628e-05 3.07888e-07 3.598e+06 1.65402e+06 8.90905 11.3146 6.04046 3060.04 789494 1300.77 2.18855
500001  3200 4601.36 2.15772e-05 2.90267e-07 3.79031e+06 1.73104e+06 9.07591 11.5122 6.13349 3035.68 1.80613e+06 1292.08 2.15611
550001  3200 4666.81 2.04525e-05 2.7479e-07 3.98012e+06 1.80542e+06 9.23495 11.699 6.2198 3012.96 2.81235e+06 1284.55 2.12587
600001  3200 4729.76 1.9459e-05 2.61064e-07 4.16773e+06 1.87741e+06 9.38707 11.8761 6.30028 2991.67 3.80853e+06 1277.96 2.09757
650001  3200 4790.4 1.85764e-05 2.48798e-07 4.35332e+06 1.94719e+06 9.53282 12.0445 6.37553 2971.64 4.7947e+06 1272.15 2.07102
700001  3200 4849.03 1.77838e-05 2.37751e-07 4.53715e+06 2.01501e+06 9.67302 12.2054 6.44629 2952.73 5.77154e+06 1266.98 2.04598
750000  3200 4905.8 1.70673e-05 2.27742e-07 4.71938e+06 2.08102e+06 9.80816 12.3596 6.51303 2934.8 6.73939e+06 1262.33 2.0223
800000  3200 4960.85 1.64177e-05 2.18627e-07 4.90011e+06 2.14533e+06 9.93855 12.5074 6.57608 2917.76 7.69827e+06 1258.14 1.99986
850000  3200 5014.34 1.5824e-05 2.10282e-07 5.0795e+06 2.20808e+06 10.0648 12.6496 6.63589 2901.53 8.64878e+06 1254.33 1.97853
900000  3200 5066.4 1.5279e-05 2.0261e-07 5.25766e+06 2.26939e+06 10.187 12.7867 6.69276 2886.02 9.59124e+06 1250.85 1.95819
950000  3200 5117.09 1.47777e-05 1.95531e-07 5.43461e+06 2.32931e+06 10.3056 12.9189 6.74685 2871.18 1.05256e+07 1247.66 1.9388
1e+06  3200 5166.54 1.43139e-05 1.88973e-07 5.61051e+06 2.38795e+06 10.4208 13.0468 6.79848 2856.94 1.14524e+07 1244.73 1.92024
1.05e+06  3200 5214.84 1.38833e-05 1.82879e-07 5.7854e+06 2.44539e+06 10.5329 13.1706 6.84784 2843.25 1.2372e+07 1242.01 1.90245
1.1e+06  3200 5262.03 1.34829e-05 1.772e-07 5.95931e+06 2.50166e+06 10.642 13.2906 6.89505 2830.09 1.32843e+07 1239.5 1.8854
1.15e+06  3200 5308.19 1.3109e-05 1.71893e-07 6.13234e+06 2.55685e+06 10.7483 13.4071 6.9403 2817.39 1.41897e+07 1237.15 1.869
1.2e+06  3200 5353.4 1.27589e-05 1.66921e-07 6.30452e+06 2.611e+06 10.852 13.5203 6.98374 2805.13 1.50885e+07 1234.95 1.85321
1.25e+06  3200 5421.81 1.36891e-05 1.66841e-07 6.34811e+06 2.74769e+06 10.8206 13.5889 7.11802 2786.58 1.59585e+07 1243.57 1.82987
1.3e+06  3200 5496.69 1.48092e-05 1.67701e-07 6.3615e+06 2.91546e+06 10.7579 13.6547 7.28286 2764.92 1.68036e+07 1253.56 1.80491
1.35e+06  3200 5542.68 1.44356e-05 1.63187e-07 6.52478e+06 2.98133e+06 10.8498 13.7636 7.33406 2751.68 1.76672e+07 1250.85 1.78992
1.4e+06  3200 5587.84 1.40841e-05 1.58931e-07 6.68727e+06 3.04616e+06 10.9396 13.8694 7.38336 2738.86 1.85245e+07 1248.3 1.77546
1.45e+06  3200 5632.23 1.37522e-05 1.54912e-07 6.84901e+06 3.11002e+06 11.0274 13.9724 7.43088 2726.41 1.93759e+07 1245.9 1.76147
1.5e+06  3200 5675.88 1.34382e-05 1.5111e-07 7.01008e+06 3.17295e+06 11.1134 14.0728 7.47678 2714.31 2.02216e+07 1243.63 1.74792
    1  3300 2852.47 0.000311677 5.39848e-06 468138 318393 4.04853 5.59235 3.34066 3558.47 -9.41556e+06 2937.62 3.47812
50001  3300 3125.65 6.19087e-05 1.44295e-06 855105 430150 5.2269 6.75755 3.70891 3438.16 -8.22325e+06 1463.86 3.17437
100001  3300 3353.64 3.68593e-05 9.12696e-07 1.24206e+06 547439 6.08358 7.66582 4.0393 3362.09 -6.92705e+06 1328.32 2.95862
150001  3300 3661.46 2.86854e-05 6.32676e-07 1.7516e+06 749302 6.91655 8.66745 4.52378 3336.39 -5.57862e+06 1301.44 2.70957
200001  3300 3798.69 2.43213e-05 5.36198e-07 2.02396e+06 839911 7.29907 9.09703 4.70208 3300.37 -4.36214e+06 1278.38 2.61173
250001  3300 3896.24 2.14548e-05 4.7978e-07 2.23412e+06 905244 7.57212 9.39757 4.82005 3270.71 -3.16066e+06 1263.15 2.54633
300001  3300 4214.89 2.6427e-05 3.97868e-07 2.83646e+06 1.26478e+06 8.20342 10.3589 5.4779 3199.85 -2.15425e+06 1324.97 2.3538
350001  3300 4374.92 2.64157e-05 3.55801e-07 3.18498e+06 1.46694e+06 8.53223 10.84 5.79048 3155.75 -1.14406e+06 1330.17 2.26771
400001  3300 4450.68 2.46112e-05 3.31461e-07 3.38428e+06 1.5512e+06 8.71997 11.0683 5.90359 3126.83 -106538 1317.29 2.2291
450001  3300 4522.71 2.30797e-05 3.10681e-07 3.5801e+06 1.63193e+06 8.8971 11.2814 6.00689 3100.22 920137 1306.5 2.1936
500001  3300 4591.38 2.17654e-05 2.92689e-07 3.77286e+06 1.70946e+06 9.06484 11.481 6.10176 3075.58 1.93588e+06 1297.33 2.1608
550001  3300 4657.21 2.06177e-05 2.76914e-07 3.96307e+06 1.78429e+06 9.22465 11.6695 6.18967 3052.64 2.94134e+06 1289.42 2.13026
600001  3300 4720.5 1.96053e-05 2.62947e-07 4.15103e+06 1.85669e+06 9.37742 11.8482 6.27155 3031.14 3.93686e+06 1282.5 2.10168
650001  3300 4781.45 1.87074e-05 2.50478e-07 4.33692e+06 1.92683e+06 9.52376 12.018 6.34804 3010.93 4.92245e+06 1276.42 2.0749
700001  3300 4840.35 1.79018e-05 2.39262e-07 4.52103e+06 1.99498e+06 9.66446 12.1801 6.4199 2991.85 5.89878e+06 1271.01 2.04965
750000  3300 4897.38 1.71743e-05 2.2911e-07 4.70351e+06 2.06129e+06 9.80007 12.3353 6.48765 2973.79 6.86617e+06 1266.16 2.02578
800000  3300 4952.65 1.65154e-05 2.19871e-07 4.88446e+06 2.12586e+06 9.93087 12.4841 6.5516 2956.62 7.82463e+06 1261.78 2.00317
850000  3300 5006.36 1.59136e-05 2.1142e-07 5.06406e+06 2.18887e+06 10.0574 12.6273 6.61222 2940.27 8.77478e+06 1257.81 1.98169
900000  3300 5058.6 1.53616e-05 2.03655e-07 5.2424e+06 2.25041e+06 10.18 12.7651 6.66984 2924.66 9.7169e+06 1254.2 1.96121
950000  3300 5109.47 1.48542e-05 1.96494e-07 5.41954e+06 2.31055e+06 10.2989 12.8981 6.72462 2909.73 1.0651e+07 1250.89 1.94169
1e+06  3300 5159.09 1.4385e-05 1.89864e-07 5.5956e+06 2.36939e+06 10.4144 13.0267 6.77689 2895.4 1.15775e+07 1247.84 1.92302
1.05e+06  3300 5207.54 1.39496e-05 1.83706e-07 5.77064e+06 2.42702e+06 10.5268 13.1512 6.82685 2881.65 1.24969e+07 1245.02 1.90513
1.1e+06  3300 5254.86 1.3545e-05 1.7797e-07 5.9447e+06 2.48346e+06 10.6361 13.2718 6.87459 2868.41 1.34088e+07 1242.41 1.88797
1.15e+06  3300 5301.16 1.31674e-05 1.72611e-07 6.11787e+06 2.53881e+06 10.7427 13.3888 6.92037 2855.65 1.43141e+07 1239.98 1.87148
1.2e+06  3300 5346.5 1.28138e-05 1.67594e-07 6.29018e+06 2.59312e+06 10.8467 13.5025 6.96428 2843.33 1.52127e+07 1237.71 1.85561
